PropertyId,PropertyDesc,PropertyDeutsch,PropertyEnglisch,PropertyDeutschCH,PropertyFranzoesisch,PropertyNiederlaendisch,PropertyItalienisch,PropertySpanisch,PropertyValueId,PropertyValueDesc,PropertyValueDeutsch,PropertyValueEnglisch,PropertyValueDeutschCH,PropertyValueFranzoesisch,PropertyValueNiederlaendisch,PropertyValueItalienisch,PropertyValueSpanisch
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,921,DIN-A3,DIN A3 (420 x 297 mm),A3 (420 x 297 mm),DIN A3 (420 x 297 mm),A3 (420 x 297 mm),A3 (420 x 297 mm),DIN A3 (420 x 297 mm),A3 (420 x 297 mm)
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,922,Ordner,Ordner,Ring binders,Ordner,classeurs,Ordners,Raccoglitori,archivadores
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,923,Stoffbanner,Stoffbanner,Cloth banners,Stoffbanner,bannières en tissu toile,Spandoek,Banner in Tessuto,banners textiles
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,924,"Schneiden, vorkonfektioniert geliefert","Schneiden, vorkonfektioniert geliefert","cutting, delivered preassembled","Schneiden, vorkonfektioniert geliefert","coupe, livré préconfectionné","Snijden, voorgeconfectioneerd bezorgd","taglio, consegnato premontato","corte, envío preconfeccionado"
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,925,Jahresplaner,Jahreskalender,Annual planners,Jahreskalender,calendriers annuels,Jaarkalender,Planner annuali,calendarios anuales
54,Druckbereiche,Druckbereiche,Print areas,Druckbereiche,Zones d'impression,Afdrukbereiken,Settori di stampa,Área de impresión,926,Vorn,Vorn,Front,Vorn,Avant,voor,davanti,Pecho
54,Druckbereiche,Druckbereiche,Print areas,Druckbereiche,Zones d'impression,Afdrukbereiken,Settori di stampa,Área de impresión,927,Hinten,Hinten,Back,Hinten,Arrière,Achter,dietro,Espalda
54,Druckbereiche,Druckbereiche,Print areas,Druckbereiche,Zones d'impression,Afdrukbereiken,Settori di stampa,Área de impresión,928,linke Schulter,linke Schulter,Left shoulder,linke Schulter,Épaule gauche,linke schouder,spalla sinistra,Manga izquierda
54,Druckbereiche,Druckbereiche,Print areas,Druckbereiche,Zones d'impression,Afdrukbereiken,Settori di stampa,Área de impresión,929,rechte Schulter,rechte Schulter,Right shoulder,rechte Schulter,Épaule droite,rechte schouder,spalla destra,Manga derecha
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,930,T-Shirt,T-Shirt,T-shirt,T-Shirt,T-shirt,T-shirt,T-shirt,Camiseta
55,Farbe,Farbe,Colour,Farbe,Couleur,Kleur,Colore,Color,931,weiß,Weiß,white,Weiss,blanc,wit,bianco,blanco
65,Ausrichtung,Ausrichtung,Alignment,Ausrichtung,Orientation,Uitlijning,Orientamento,Orientación,932,Hochformat,Hochformat,portrait,Hochformat,vertical,Staand formaat,verticale,vertical
65,Ausrichtung,Ausrichtung,Alignment,Ausrichtung,Orientation,Uitlijning,Orientamento,Orientación,933,Querformat,Querformat,landscape,Querformat,horizontal,Liggend formaat,orizzontale,horizontal
65,Ausrichtung,Ausrichtung,Alignment,Ausrichtung,Orientation,Uitlijning,Orientamento,Orientación,934,keine,ohne Ausrichtung,without alignment,ohne Ausrichtung,sans orientation,Zonder uitlijning,senza orientamento,sin orientación
66,Klemmleisten-Kit,Klemmleisten-Set,Terminal strips kit,Klemmleisten-Set,Set de fixation,Dubbele kliklijsten,Set di fissaggio,Set de anclaje,935,ohne Klemmleisten-Kit,ohne Klemmleisten-Set,without terminal strips kit,ohne Klemmleisten-Set,sans réglettes pinçantes,zonder kliklijsten,senza set di fissaggio,sin set de anclaje
67,Druckoption,Druckoption,Printing option,Druckoption,Option d'impression,Afdrukopties,Opzioni di stampa,Opción de impresión,940,vollflächiger Weißdruck,vollflächiger Weißdruck,full white underprint,vollflächiger Weissdruck,couche intermédiaire blanche (toute la surface),Witdruk over volledige vlak,fondo bianco completo,bajoimpreso completo blanco
64,Zubehör,Zubehör,Equipment,Zubehör,Accessoires,Accessoires,Accessori,Accesorios,941,Abstandshalter 12 mm,Abstandshalter 12 mm,spacers 12 mm,Abstandshalter 12 mm,espaceur 12 mm,afstandsstuk 12 mm,distanziatore 12 mm,separadores 12 mm
64,Zubehör,Zubehör,Equipment,Zubehör,Accessoires,Accessoires,Accessori,Accesorios,942,Abstandshalter 16 mm,Abstandshalter 16 mm,spacers 16 mm,Abstandshalter 16 mm,espaceur 16 mm,afstandsstuk 16 mm,distanziatore 16 mm,separadores 16 mm
64,Zubehör,Zubehör,Equipment,Zubehör,Accessoires,Accessoires,Accessori,Accesorios,943,ohne Zubehör,ohne Zubehör,without equipment,ohne Zubehör,sans équipements accessoires,zonder accessoires,senza accessori,sin accesorios
67,Druckoption,Druckoption,Printing option,Druckoption,Option d'impression,Afdrukopties,Opzioni di stampa,Opción de impresión,949,Weißdruck hinter Farbflächen,Weißdruck hinter Farbflächen,white underprint behind colour area,Weissdruck hinter Farbflächen,couche intermédiaire blanche (surface imprimée),Witdruk achter kleurvlak,fondo bianco sotto superfici colorate,bajoimpreso blanco en área coloreada
68,Waschen,Waschen,Washing,Waschen,Lavage,Wassen,Lavaggio,Lavado,950,Ja,Ja,yes,Ja,oui,Ja,sì,sí
68,Waschen,Waschen,Washing,Waschen,Lavage,Wassen,Lavaggio,Lavado,951,Nein,Nein,no,Nein,non,nee,no,no
67,Druckoption,Druckoption,Printing option,Druckoption,Option d'impression,Afdrukopties,Opzioni di stampa,Opción de impresión,952,ohne Weißdruck,ohne Weißdruck,without white underprint,ohne Weissdruck,sans couche intermédiaire blanche,Zonder witdruk,senza fondo bianco,sin bajoimpreso blanco
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,563,DIN-A0,DIN A0 (841 x 1189 mm),A0 (841 x 1189 mm),DIN A0 (841 x 1189 mm),A0 (841 x 1189 mm),A0 (841 x 1189 mm),DIN A0 (841 x 1189 mm),A0 (841 x 1189 mm)
7,Farbigkeit,Farbigkeit,Colour mode,Farbigkeit,Colorimétrie,Bedrukking (kleur),Profilo colore,Color,187,2 x 4/0-farbig Euroskala,2 x 4/0-farbig Euroskala,2 x 4/0-coloured euroscale,2 x 4/0-farbig Euroskala,2 x quadrichromie 4/0,2 x 4/0 (enkelzijdig CMYK),2 x 4/0 colori CMYK,2 x 4/0 colores escala europea
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,474,Haftnotizen ohne Umschlag,Haftnotizen ohne Umschlag,Sticky notes without cover,Haftnotizen ohne Umschlag,notes adhésives sans couverture,Memoblokje zonder cover,Foglietti adesivi senza copertina,notas adhesivas sin tapa
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,509,Verpackungsdruckmuster,Musterset Verpackungen,Packaging Sample Set,Verpackungsmuster,Échantillons emballages,Monsterset voor Verpakkingen,Campionario packaging,Muestrario de packaging
51,DruckmusterTyp,Druckmustertyp,Sample type,Druckmustertyp,Type d'échantillon,Drukmonstertype,Tipo di campionario,Tipo de muestrario,77,Verpackungsdruckmuster,Musterset Verpackungen,Packaging Sample Set,Verpackungsmuster,Échantillons emballages,Monsterset voor Verpakkingen,Campionario packaging,Muestrario de packaging
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,510,100 x 72mm,100 x 72 mm quer,100 x 72 mm landscape,100 x 72 mm quer,100 x 72 mm horizontal,100 x 72 mm liggend,100 x 72 mm orizzontale,100 x 72 mm horizontal
83,B/H Format2,Format,Format,Format,Format,Formaat,Formato,Tamaño,380,100 x 72 mm quer,100 x 72 mm quer,100 x 72 mm landscape,100 x 72 mm quer,100 x 72 mm horizontal,100 x 72 mm liggend,100 x 72 mm orizzontale,100 x 72 mm horizontal
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,511,Quadratisch 72 x 72mm,72 x 72 mm,72 x 72 mm,72 x 72 mm,72 x 72 mm,72 x 72 mm,72 x 72 mm,72 x 72 mm
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,512,70g Offset,70 g/m² Offsetpapier,70gsm uncoated paper,70 g/m² Offsetpapier,70 g/m² papier offset,70 g/m² offsetpapier,70 g/m² carta usomano,70 g/m² papel offset
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,513,Haftstreifen,Haftstreifen,adhesive stripe,Haftstreifen,bande de collage,Stripsluiting,bande adesive,tira adhesiva
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,514,"Haftstreifen, Kopfumschlag","Haftstreifen, Kopfumschlag","adhesive stripe, binding on top","Haftstreifen, Kopfumschlag","bande de collage, reliure en haut","Stripsluiting, binding boven","bande adesive, apertura in testa","tira adhesiva, apertura superior"
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,547,Offsetpapier 80 g/m²,80 g/m² Offsetpapier,80gsm uncoated paper,80 g/m² Offsetpapier,80 g/m² papier offset,80 g/m² offsetpapier,80 g/m² carta usomano,80 g/m² papel offset
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,592,Overnight-Flyer,Overnight-Flyer,48h Flyers,Overnight-Flyer,flyers overnight,NULL,Volantini overnight,flyers (overnight)
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,593,Overnight-Visitenkarte,Overnight-Visitenkarte,48h Business Cards,Overnight-Visitenkarte,cartes de visite overnight,NULL,Biglietti da visita overnight,tarjetas de visita (overnight)
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,599,Overnight-Folder,Overnight-Folder,48h Folded Leaflets,Overnight-Folder,dépliants overnight,NULL,Pieghevoli overnight,folletos (overnight)
75,Form,Form,Shape,Form,Forme,Vorm,Forma,Forma,667,oval,oval,oval,oval,ovale,Ovaal,ovale,ovalada
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,794,85x200 cm,85 x 200 cm,85 x 200 cm,85 x 200 cm,85 x 200 cm,85 x 200 cm,85 x 200 cm,85 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,795,100x200 cm,100 x 200 cm,100 x 200 cm,100 x 200 cm,100 x 200 cm,100 x 200 cm,100 x 200 cm,100 x 200 cm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,819,95 x 95 mm,95 x 95 mm,95 x 95 mm,95 x 95 mm,95 x 95 mm,95 x 95 mm,95 x 95 mm,95 x 95 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,820,65 x 65 mm,65 x 65 mm,65 x 65 mm,65 x 65 mm,65 x 65 mm,65 x 65 mm,65 x 65 mm,65 x 65 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,821,45 x 45 mm,45 x 45 mm,45 x 45 mm,45 x 45 mm,45 x 45 mm,45 x 45 mm,45 x 45 mm,45 x 45 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,822,140 x 140 mm,140 x 140 mm,140 x 140 mm,140 x 140 mm,140 x 140 mm,140 x 140 mm,140 x 140 mm,140 x 140 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,823,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm,60 x 60 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,826,Quadratisch 148 x 148mm,148 x 148 mm,148 x 148 mm,148 x 148 mm,148 x 148 mm,148 x 148 mm,148 x 148 mm,148 x 148 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,828,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm,297 x 297 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,829,60 x 40 mm,60 x 40 mm,60 x 40 mm,60 x 40 mm,60 x 40 mm,60 x 40 mm,60 x 40 mm,60 x 40 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,830,70 x 40 mm,70 x 40 mm,70 x 40 mm,70 x 40 mm,70 x 40 mm,70 x 40 mm,70 x 40 mm,70 x 40 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,831,60 x 50 mm,60 x 50 mm,60 x 50 mm,60 x 50 mm,60 x 50 mm,60 x 50 mm,60 x 50 mm,60 x 50 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,832,50 x 72 mm,50 x 72 mm hoch,50 x 72 mm portrait,50 x 72 mm hoch,50 x 72 mm vertical,50 x 72 mm staand,50 x 72 mm verticale,50 x 72 mm vertical
87,Format1,Format,Format,Format,Format,Formaat,Formato,Tamaño,387,50x72mm hoch,50 x 72 mm hoch,50 x 72 mm portrait,50 x 72 mm hoch,50 x 72 mm vertical,50 x 72 mm staand,50 x 72 mm verticale,50 x 72 mm vertical
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,833,90 x 40 mm,90 x 40 mm,90 x 40 mm,90 x 40 mm,90 x 40 mm,90 x 40 mm,90 x 40 mm,90 x 40 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,834,100 x 40 mm,100 x 40 mm,100 x 40 mm,100 x 40 mm,100 x 40 mm,100 x 40 mm,100 x 40 mm,100 x 40 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,835,100 x 60 mm ,100 x 60 mm,100 x 60 mm,100 x 60 mm,100 x 60 mm,100 x 60 mm,100 x 60 mm,100 x 60 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,836,148 x 50 mm,148 x 50 mm,148 x 50 mm,148 x 50 mm,148 x 50 mm,148 x 50 mm,148 x 50 mm,148 x 50 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,837,72 x 105 mm,72 x 105 mm,72 x 105 mm,72 x 105 mm,72 x 105 mm,72 x 105 mm,72 x 105 mm,72 x 105 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,838,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm,50 x 50 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,839,75 x 45 mm,75 x 45 mm,75 x 45 mm,75 x 45 mm,75 x 45 mm,75 x 45 mm,75 x 45 mm,75 x 45 mm
66,Klemmleisten-Kit,Klemmleisten-Set,Terminal strips kit,Klemmleisten-Set,Set de fixation,Dubbele kliklijsten,Set di fissaggio,Set de anclaje,897,mit Klemmleisten-Kit,mit Klemmleisten-Set,with terminal strips kit,mit Klemmleisten-Set,avec réglettes pinçantes,met dubbele kliklijsten,con set di fissaggio,set de anclaje
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,899,"einzeln geschnitten, Rückseite geschlitzt",einzeln geschnitten,single cut,einzeln geschnitten,coupure par unité,Apart gesneden,sagomatura singola,cortado individual
6,Produktgruppe,Produktgruppe,Product group,Produktgruppe,Catégorie de produit,Productgroep,Categoria prodotti,Tipo de producto,937,Aufkleber,Aufkleber,Stickers,Aufkleber,Autocollants,Stickers,Adesivi,adhesivos
75,Form,Form,Shape,Form,Forme,Vorm,Forma,Forma,938,rund,rund,round,rund,rond,Rond,rotonda,redonda
45,Verarbeitungsart,Verarbeitungsart,Type of processing,Verarbeitungsart,Traitement,Afwerking,Tipo di lavorazione,Tipo de elaboración,939,"einzeln gestanzt, Rückseite geschlitzt",einzeln gestanzt,single punched,einzeln geschnitten,poinçonné par unité,Apart gestanst,sagomatura singola,cortado individual con forma
75,Form,Form,Shape,Form,Forme,Vorm,Forma,Forma,947,quadratisch,quadratisch,square,quadratisch,carré,Vierkant,quadrata,cuadrada
75,Form,Form,Shape,Form,Forme,Vorm,Forma,Forma,948,rechteckig,rechteckig,rectangle,rechteckig,rectangle,Rechthoekig,rettangolare,rectangular
42,Lackeffekt,Veredelungseffekt,Finishing effect,Veredelungseffekt,Effet de finition,Lak-effect,Effetto nobilitazione,Efecto de acabado,953,kratzfest matt,kratzfest matt,scratch-proof matt,kratzfest matt,anti éraflures mat,Krasvast mat,antigraffio opaco,anti arañazos (mate)
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,954,80 x 80 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm
69,Ausführung,Ausführung,Style,Ausführung,Type,Afwerking,Modello,Elaboración,956,Hebelmechanik: 2 Ringe,Hebelmechanik: 2 Ringe,lever mechanism: twin-hole,Hebelmechanik: 2 Ringe,classeur à  levier : 2 anneaux,Hefboom-mechaniek: 2 rings,meccanismo a leva: 2 anelli,mecánica de palanca: 2 anillas
69,Ausführung,Ausführung,Style,Ausführung,Type,Afwerking,Modello,Elaboración,957,Kombimechanik: 2 Ringe,Kombimechanik: 2 Ringe,variable mechanism: twin-hole,Kombimechanik: 2 Ringe,classeur à anneaux : 2 anneaux,Kombimechaniek: 2 rings,meccanica combinata: 2 anelli,mecánica combinada: 2 anillas
69,Ausführung,Ausführung,Style,Ausführung,Type,Afwerking,Modello,Elaboración,958,Kombimechanik: 4 Ringe,Kombimechanik: 4 Ringe,variable mechanism: four-hole,Kombimechanik: 4 Ringe,classeur à anneaux : 4 anneaux,Kombimechaniek: 4 rings,meccanica combinata: 4 anelli,mecánica combinada: 4 anillas
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,959,290 x 315 mm,290 x 315 mm,290 x 315 mm,290 x 315 mm,290 x 315 mm,290 x 315 mm,290 x 315 mm,290 x 315 mm
8,Papier / Material,Material,Material,Material,Matériau,Materiaal,Materiale,Material,960,90 µm PVC-Folie weiß,90 µm PVC-Folie weiß,90µm PVC film white,90 µm PVC-Folie weiss,90 µm PVC blanc,90 µm PVC folie wit,90 µm pellicola PVC bianca,90 µm lámina PVC blanca
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,961,270 x 315 mm,270 x 315 mm,270 x 315 mm,270 x 315 mm,270 x 315 mm,270 x 315 mm,270 x 315 mm,270 x 315 mm
9,B/H Format,Endformat,Finished size,Endformat,Format final,Formaat,Formato finale,Tamaño final,962,285 x 315 mm,285 x 315 mm,285 x 315 mm,285 x 315 mm,285 x 315 mm,285 x 315 mm,285 x 315 mm,285 x 315 mm
75,Form,Form,Shape,Form,Forme,Vorm,Forma,Forma,963,runde ecken,runde Ecken,rounded corners,runde Ecken,bouts arrondis,Ronde hoeken,angoli arrotondati,esquinas redondeadas
70,Griffloch,Griffloch,Thumb hole,Griffloch,Trou de prise,Duimgat,Foro per presa,agujero de agarre,964,Ja (mit Griffloch),mit Griffloch,with thumb hole,mit Griffloch,avec trou de prise,Met duimgat,con foro per presa,agujero de agarre
70,Griffloch,Griffloch,Thumb hole,Griffloch,Trou de prise,Duimgat,Foro per presa,agujero de agarre,965,Nein (ohne Griffloch),ohne Griffloch,without thumb hole,ohne Griffloch,sans trou de prise,zonder duimgat,senza foro per presa,sin agujero de agarre
71,Raumsparschlitze,Raumsparschlitze,Space-saving-slots,Raumsparschlitze,Fente anti encombrement,Sleuven,Fessura anti-ingombro,NULL,966,Ja (mit Raumsparschlitzen),mit Raumsparschlitzen,with space-saving-slots,mit Raumsparschlitzen,avec fentes,Met vergrendelingssleuven,con fessura anti-ingombro,NULL
71,Raumsparschlitze,Raumsparschlitze,Space-saving-slots,Raumsparschlitze,Fente anti encombrement,Sleuven,Fessura anti-ingombro,NULL,967,Nein (ohne Raumsparschlitze),ohne Raumsparschlitze,without space-saving-slots,ohne Raumsparschlitze,sans fentes,zonder vergrendelingsleuven,senza fessura anti-ingombro,NULL
72,Visitenkartentasche,Visitenkartentasche,Business card pocket,Visitenkartentasche,Pochette à carte de visite,Insteekhoes voor visitekaartje,Tasca per biglietto da visita,funda para tarjetas de visita,968,Ja (mit Visitenkartentasche),mit Visitenkartentasche,with business card pocket,mit Visitenkartentasche,avec pochette à carte de visite,Met insteekhoes voor visitekaartje,con tasca per biglietto da visita,funda para tarjetas de visita
72,Visitenkartentasche,Visitenkartentasche,Business card pocket,Visitenkartentasche,Pochette à carte de visite,Insteekhoes voor visitekaartje,Tasca per biglietto da visita,funda para tarjetas de visita,969,Nein (ohne Visitenkartentasche),ohne Visitenkartentasche,without business card pocket,ohne Visitenkartentasche,sans pochette à carte de visite,zonder insteekhoes voor visitekaartjes,senza tasca per biglietto da visita,sin funda para tarjetas de visita
73,Rückenschildtasche,Rückenschildtasche,Spine label pocket,Rückenschildtasche,Pochette de dos,Etikethouder,Tasca sul dorso,bolsillo en el lomo,970,Ja (mit Rückenschildtasche),mit Rückenschildtasche,with spine label pocket,mit Rückenschildtasche,avec pochette de dos,Met etikethouder,con tasca sul dorso,bolsillo en el lomo
73,Rückenschildtasche,Rückenschildtasche,Spine label pocket,Rückenschildtasche,Pochette de dos,Etikethouder,Tasca sul dorso,bolsillo en el lomo,971,Nein (ohne Rückenschildtasche),ohne Rückenschildtasche,without spine label pocket,ohne Rückenschildtasche,sans pochette de dos,zonder etikethouder,senza tasca sul dorso,sin bolsillo en el lomo
